Trip_ID,Dispatch_Date,Plant_ID,Plant_Name,Destination,Route,Product_ID,Product_Name,Quantity_Tons,Vehicle_ID,Vehicle_Type,Vehicle_Capacity_Tons,Transporter_ID,Transporter_Name,Loading_Start_Time,Loading_End_Time,Weighbridge_Time,Gate_Out_Time,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delay_Days,Delay_Reason,Freight_Cost,Distance_KM,On_Time_Flag
TRIP010832,2025-07-04,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD02,Steel Pipes,16.19,VH001,Container 20ft,18,TR16,Shakti Road Carriers,2025-07-04 09:41,2025-07-04 11:54,2025-07-04 12:50,2025-07-04 13:18,2025-07-05,2025-07-05,On Time,0,Not Applicable,28857.63,678,1
TRIP009648,2025-07-04,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD05,Auto Components,24.72,VH011,Container 32ft MXL,28,TR18,Deccan Transport Co.,2025-07-04 06:36,2025-07-04 07:54,2025-07-04 08:50,2025-07-04 09:26,2025-07-05,2025-07-05,On Time,0,Not Applicable,53058.23,856,1
TRIP002583,2025-07-04,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD04,PVC Granules,26.91,VH008,Container 32ft MXL,28,TR11,Reliable Roadways,2025-07-04 08:07,2025-07-04 09:38,2025-07-04 10:00,2025-07-04 10:23,2025-07-05,2025-07-05,On Time,0,Not Applicable,35990.6,553,1
TRIP007349,2025-07-05,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD05,Auto Components,31.63,VH003,Trailer 40ft,35,TR17,United Freight Corporation,2025-07-05 07:14,2025-07-05 10:07,2025-07-05 10:31,2025-07-05 11:09,2025-07-06,2025-07-06,On Time,0,Not Applicable,56960.63,762,1
TRIP003034,2025-07-05,PL05,Hyderabad Assembly Unit,Ahmedabad,Hyderabad - Ahmedabad,PD05,Auto Components,16.68,VH031,Container 20ft,18,TR17,United Freight Corporation,2025-07-05 07:28,2025-07-05 10:13,2025-07-05 10:42,2025-07-05 11:07,2025-07-07,2025-07-06,On Time,0,Not Applicable,43663.57,1184,1
TRIP003291,2025-07-05,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD02,Steel Pipes,10.15,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-07-05 08:30,2025-07-05 10:09,2025-07-05 10:45,2025-07-05 11:22,2025-07-08,2025-07-07,On Time,0,Not Applicable,79295.41,2821,1
TRIP008329,2025-07-06,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD01,Steel Coils,13.95,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-07-06 09:04,2025-07-06 11:33,2025-07-06 12:29,2025-07-06 13:12,2025-07-07,2025-07-06,On Time,0,Not Applicable,15922.22,495,1
TRIP011849,2025-07-07,PL06,Indore Manufacturing Unit,Kolkata,Indore - Kolkata,PD05,Auto Components,6.61,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-07-07 08:53,2025-07-07 11:27,2025-07-07 11:51,2025-07-07 12:14,2025-07-08,2025-07-08,On Time,0,Not Applicable,20691.29,1209,1
TRIP009435,2025-07-07,PL04,Vadodara Processing Plant,Mumbai,Vadodara - Mumbai,PD05,Auto Components,21.61,VH040,Container 32ft SXL,22,TR06,Ganesh Roadlines,2025-07-07 07:14,2025-07-07 10:25,2025-07-07 10:59,2025-07-07 11:15,2025-07-08,2025-07-07,On Time,0,Not Applicable,26829.4,539,1
TRIP000380,2025-07-07,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD06,Electrical Cables,17.22,VH033,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-07-07 10:28,2025-07-07 13:05,2025-07-07 13:32,2025-07-07 13:55,2025-07-08,2025-07-09,Delayed,1,Traffic Congestion,21603.65,571,0
TRIP008945,2025-07-08,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD03,Cement Bags,15.53,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-07-08 08:40,2025-07-08 11:55,2025-07-08 12:38,2025-07-08 13:11,2025-07-09,2025-07-09,On Time,0,Not Applicable,17197.07,462,1
TRIP002532,2025-07-08,PL01,Pune Manufacturing Unit,Coimbatore,Pune - Coimbatore,PD04,PVC Granules,14.37,VH029,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-07-08 06:27,2025-07-08 07:13,2025-07-08 07:54,2025-07-08 08:07,2025-07-09,2025-07-10,Delayed,1,Weather Conditions,32549.07,1014,0
TRIP005803,2025-07-10,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD05,Auto Components,8.25,VH014,Open Truck 6 Tyre,9,TR08,Kaveri Cargo Movers,2025-07-10 10:10,2025-07-10 12:21,2025-07-10 13:17,2025-07-10 13:51,2025-07-11,2025-07-11,On Time,0,Not Applicable,11198.55,512,1
TRIP001352,2025-07-10,PL01,Pune Manufacturing Unit,Guwahati,Pune - Guwahati,PD05,Auto Components,16.0,VH007,Open Truck 10 Tyre,16,TR03,Vishal Transport Co.,2025-07-10 10:08,2025-07-10 12:21,2025-07-10 12:37,2025-07-10 13:17,2025-07-12,2025-07-12,On Time,0,Not Applicable,98934.18,2391,1
TRIP001003,2025-07-10,PL02,Chennai Production Plant,Patna,Chennai - Patna,PD08,Textile Rolls,14.85,VH006,Open Truck 10 Tyre,16,TR12,Trident Transport Services,2025-07-10 10:03,2025-07-10 11:59,2025-07-10 12:16,2025-07-10 12:33,2025-07-13,2025-07-12,On Time,0,Not Applicable,74496.69,2296,1
TRIP011596,2025-07-10,PL04,Vadodara Processing Plant,Jaipur,Vadodara - Jaipur,PD01,Steel Coils,33.54,VH056,Trailer 40ft,35,TR05,Speedway Logistics Pvt Ltd,2025-07-10 07:45,2025-07-10 09:55,2025-07-10 10:38,2025-07-10 10:58,2025-07-11,2025-07-13,Delayed,2,Driver Unavailability,55980.41,593,0
TRIP009310,2025-07-10,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD07,Packaged Tiles,16.41,VH024,Container 20ft,18,TR14,Coastal Cargo Carriers,2025-07-10 10:58,2025-07-10 12:37,2025-07-10 12:59,2025-07-10 13:41,2025-07-11,2025-07-11,On Time,0,Not Applicable,27263.87,661,1
TRIP010903,2025-07-10,PL06,Indore Manufacturing Unit,Bhopal,Indore - Bhopal,PD03,Cement Bags,9.0,VH037,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-07-10 07:10,2025-07-10 09:38,2025-07-10 10:30,2025-07-10 11:12,2025-07-10,2025-07-10,On Time,0,Not Applicable,1146.09,20,1
TRIP001702,2025-07-11,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD04,PVC Granules,28.0,VH059,Container 32ft MXL,28,TR05,Speedway Logistics Pvt Ltd,2025-07-11 08:01,2025-07-11 11:19,2025-07-11 11:51,2025-07-11 12:15,2025-07-12,2025-07-12,On Time,0,Not Applicable,65668.12,885,1
TRIP005944,2025-07-11,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,21.07,VH016,Container 32ft MXL,28,TR15,Apex Logistics India,2025-07-11 08:41,2025-07-11 12:10,2025-07-11 12:57,2025-07-11 13:37,2025-07-14,2025-07-14,On Time,0,Not Applicable,115553.02,2136,1
TRIP003380,2025-07-12,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD02,Steel Pipes,21.86,VH013,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-07-12 08:44,2025-07-12 10:14,2025-07-12 11:02,2025-07-12 11:30,2025-07-15,2025-07-14,On Time,0,Not Applicable,112330.26,2063,1
TRIP009837,2025-07-13,PL01,Pune Manufacturing Unit,Mumbai,Pune - Mumbai,PD01,Steel Coils,15.32,VH049,Container 20ft,18,TR07,Om Sai Transport,2025-07-13 09:37,2025-07-13 11:10,2025-07-13 11:29,2025-07-13 11:41,2025-07-13,2025-07-13,On Time,0,Not Applicable,5924.81,143,1
TRIP006900,2025-07-13,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD02,Steel Pipes,15.11,VH036,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-07-13 10:39,2025-07-13 11:41,2025-07-13 12:36,2025-07-13 13:01,2025-07-15,2025-07-15,On Time,0,Not Applicable,57987.56,1613,1
TRIP007135,2025-07-13,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD07,Packaged Tiles,8.23,VH060,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-07-13 10:07,2025-07-13 11:57,2025-07-13 12:29,2025-07-13 12:53,2025-07-14,2025-07-14,On Time,0,Not Applicable,12273.4,526,1
TRIP001454,2025-07-14,PL02,Chennai Production Plant,Mumbai,Chennai - Mumbai,PD01,Steel Coils,6.43,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-07-14 08:06,2025-07-14 09:54,2025-07-14 10:19,2025-07-14 11:02,2025-07-16,2025-07-15,On Time,0,Not Applicable,20586.29,1377,1
TRIP000399,2025-07-14,PL06,Indore Manufacturing Unit,Nagpur,Indore - Nagpur,PD07,Packaged Tiles,14.1,VH029,Open Truck 10 Tyre,16,TR17,United Freight Corporation,2025-07-14 10:27,2025-07-14 12:22,2025-07-14 12:37,2025-07-14 13:04,2025-07-15,2025-07-14,On Time,0,Not Applicable,9779.07,292,1
TRIP003661,2025-07-15,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD06,Electrical Cables,8.83,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-07-15 09:26,2025-07-15 10:41,2025-07-15 11:38,2025-07-15 12:18,2025-07-16,2025-07-16,On Time,0,Not Applicable,15854.89,699,1
TRIP007069,2025-07-15,PL06,Indore Manufacturing Unit,Guwahati,Indore - Guwahati,PD01,Steel Coils,8.67,VH043,Open Truck 6 Tyre,9,TR11,Reliable Roadways,2025-07-15 07:27,2025-07-15 09:27,2025-07-15 09:45,2025-07-15 10:20,2025-07-17,2025-07-17,On Time,0,Not Applicable,38676.36,1886,1
TRIP006875,2025-07-15,PL02,Chennai Production Plant,Guwahati,Chennai - Guwahati,PD05,Auto Components,15.96,VH034,Container 20ft,18,TR13,Punjab Truck Union,2025-07-15 07:47,2025-07-15 10:31,2025-07-15 10:59,2025-07-15 11:18,2025-07-18,2025-07-18,On Time,0,Not Applicable,120811.3,3035,1
TRIP008515,2025-07-16,PL04,Vadodara Processing Plant,Jaipur,Vadodara - Jaipur,PD07,Packaged Tiles,20.46,VH039,Container 32ft SXL,22,TR05,Speedway Logistics Pvt Ltd,2025-07-16 07:33,2025-07-16 09:11,2025-07-16 09:57,2025-07-16 10:35,2025-07-17,2025-07-17,On Time,0,Not Applicable,41808.3,745,1
TRIP001400,2025-07-16,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD02,Steel Pipes,15.56,VH007,Open Truck 10 Tyre,16,TR03,Vishal Transport Co.,2025-07-16 10:55,2025-07-16 13:20,2025-07-16 14:09,2025-07-16 14:50,2025-07-17,2025-07-17,On Time,0,Not Applicable,25806.15,628,1
TRIP001276,2025-07-16,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD03,Cement Bags,10.94,VH050,Container 20ft,18,TR18,Deccan Transport Co.,2025-07-16 08:47,2025-07-16 11:04,2025-07-16 11:26,2025-07-16 11:49,2025-07-17,2025-07-17,On Time,0,Not Applicable,14260.79,470,1
TRIP000096,2025-07-16,PL02,Chennai Production Plant,Mumbai,Chennai - Mumbai,PD02,Steel Pipes,18.56,VH033,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-07-16 09:36,2025-07-16 11:59,2025-07-16 12:19,2025-07-16 12:34,2025-07-18,2025-07-18,On Time,0,Not Applicable,58853.0,1401,1
TRIP002929,2025-07-16,PL03,Ludhiana Fabrication Unit,Bhopal,Ludhiana - Bhopal,PD08,Textile Rolls,8.02,VH027,Open Truck 6 Tyre,9,TR13,Punjab Truck Union,2025-07-16 09:29,2025-07-16 10:55,2025-07-16 11:25,2025-07-16 11:35,2025-07-17,2025-07-17,On Time,0,Not Applicable,20804.13,1034,1
TRIP002020,2025-07-16,PL02,Chennai Production Plant,Mumbai,Chennai - Mumbai,PD04,PVC Granules,8.2,VH048,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-07-16 07:20,2025-07-16 09:42,2025-07-16 10:30,2025-07-16 10:53,2025-07-17,2025-07-17,On Time,0,Not Applicable,27285.23,1333,1
TRIP004603,2025-07-17,PL04,Vadodara Processing Plant,Guwahati,Vadodara - Guwahati,PD01,Steel Coils,22.0,VH041,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-07-17 10:23,2025-07-17 11:17,2025-07-17 12:11,2025-07-17 12:39,2025-07-20,2025-07-19,On Time,0,Not Applicable,123619.24,2337,1
TRIP003915,2025-07-17,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD04,PVC Granules,14.6,VH004,Container 20ft,18,TR06,Ganesh Roadlines,2025-07-17 10:36,2025-07-17 12:44,2025-07-17 13:38,2025-07-17 13:58,2025-07-19,2025-07-20,Delayed,1,Customer Site Congestion,72397.18,2119,0
TRIP011816,2025-07-17,PL05,Hyderabad Assembly Unit,Jaipur,Hyderabad - Jaipur,PD07,Packaged Tiles,8.29,VH048,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-07-17 10:03,2025-07-17 13:01,2025-07-17 13:51,2025-07-17 14:35,2025-07-19,2025-07-18,On Time,0,Not Applicable,28692.27,1341,1
TRIP001684,2025-07-17,PL01,Pune Manufacturing Unit,Bhopal,Pune - Bhopal,PD01,Steel Coils,7.53,VH010,Open Truck 6 Tyre,9,TR15,Apex Logistics India,2025-07-17 08:15,2025-07-17 10:48,2025-07-17 11:42,2025-07-17 12:10,2025-07-18,2025-07-18,On Time,0,Not Applicable,14044.18,697,1
TRIP007841,2025-07-17,PL01,Pune Manufacturing Unit,Mumbai,Pune - Mumbai,PD01,Steel Coils,26.79,VH059,Container 32ft MXL,28,TR05,Speedway Logistics Pvt Ltd,2025-07-17 08:41,2025-07-17 10:36,2025-07-17 11:07,2025-07-17 11:49,2025-07-17,2025-07-18,Delayed,1,Vehicle Breakdown,11095.41,140,0
TRIP007467,2025-07-18,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD01,Steel Coils,27.61,VH020,Container 32ft MXL,28,TR01,Bharat Road Carriers,2025-07-18 10:35,2025-07-18 11:57,2025-07-18 12:37,2025-07-18 13:21,2025-07-19,2025-07-19,On Time,0,Not Applicable,49248.06,828,1
TRIP000674,2025-07-18,PL03,Ludhiana Fabrication Unit,Guwahati,Ludhiana - Guwahati,PD03,Cement Bags,16.27,VH001,Container 20ft,18,TR16,Shakti Road Carriers,2025-07-18 07:27,2025-07-18 09:14,2025-07-18 09:29,2025-07-18 09:41,2025-07-20,2025-07-21,Delayed,1,Weather Conditions,83472.57,1916,0
TRIP008249,2025-07-18,PL05,Hyderabad Assembly Unit,Mumbai,Hyderabad - Mumbai,PD07,Packaged Tiles,19.01,VH044,Container 32ft SXL,22,TR07,Om Sai Transport,2025-07-18 07:37,2025-07-18 10:17,2025-07-18 10:55,2025-07-18 11:13,2025-07-19,2025-07-19,On Time,0,Not Applicable,31665.8,700,1
TRIP005712,2025-07-18,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD04,PVC Granules,12.66,VH036,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-07-18 09:25,2025-07-18 10:05,2025-07-18 10:40,2025-07-18 11:22,2025-07-19,2025-07-20,Delayed,1,Vehicle Breakdown,23737.5,817,0
TRIP003692,2025-07-18,PL02,Chennai Production Plant,Bhopal,Chennai - Bhopal,PD01,Steel Coils,27.51,VH038,Container 32ft MXL,28,TR07,Om Sai Transport,2025-07-18 06:10,2025-07-18 07:45,2025-07-18 08:21,2025-07-18 08:55,2025-07-20,2025-07-20,On Time,0,Not Applicable,111494.0,1644,1
TRIP002040,2025-07-19,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD07,Packaged Tiles,15.65,VH021,Open Truck 10 Tyre,16,TR02,Shree Balaji Logistics,2025-07-19 10:07,2025-07-19 12:26,2025-07-19 13:21,2025-07-19 13:49,2025-07-20,2025-07-20,On Time,0,Not Applicable,17718.11,519,1
TRIP010632,2025-07-19,PL02,Chennai Production Plant,Nagpur,Chennai - Nagpur,PD07,Packaged Tiles,13.37,VH036,Container 32ft SXL,22,TR09,Sunrise Logistics Solutions,2025-07-19 08:33,2025-07-19 10:21,2025-07-19 11:14,2025-07-19 11:54,2025-07-21,2025-07-20,On Time,0,Not Applicable,41300.98,1298,1
TRIP003653,2025-07-20,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD08,Textile Rolls,17.38,VH023,Container 32ft SXL,22,TR14,Coastal Cargo Carriers,2025-07-20 06:53,2025-07-20 09:40,2025-07-20 10:00,2025-07-20 10:39,2025-07-21,2025-07-21,On Time,0,Not Applicable,33882.75,784,1
TRIP003859,2025-07-21,PL06,Indore Manufacturing Unit,Patna,Indore - Patna,PD03,Cement Bags,14.64,VH058,Open Truck 10 Tyre,16,TR18,Deccan Transport Co.,2025-07-21 10:11,2025-07-21 12:18,2025-07-21 13:03,2025-07-21 13:32,2025-07-22,2025-07-22,On Time,0,Not Applicable,42497.54,1106,1
TRIP009038,2025-07-22,PL01,Pune Manufacturing Unit,Nagpur,Pune - Nagpur,PD07,Packaged Tiles,21.56,VH041,Container 32ft SXL,22,TR13,Punjab Truck Union,2025-07-22 08:53,2025-07-22 09:23,2025-07-22 09:45,2025-07-22 10:10,2025-07-23,2025-07-23,On Time,0,Not Applicable,26544.86,483,1
TRIP010413,2025-07-22,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD08,Textile Rolls,15.63,VH004,Container 20ft,18,TR06,Ganesh Roadlines,2025-07-22 08:23,2025-07-22 09:45,2025-07-22 10:21,2025-07-22 10:35,2025-07-23,2025-07-23,On Time,0,Not Applicable,22260.34,606,1
TRIP009783,2025-07-22,PL02,Chennai Production Plant,Coimbatore,Chennai - Coimbatore,PD07,Packaged Tiles,14.51,VH054,Container 20ft,18,TR13,Punjab Truck Union,2025-07-22 06:40,2025-07-22 08:38,2025-07-22 09:11,2025-07-22 09:48,2025-07-23,2025-07-22,On Time,0,Not Applicable,19965.73,508,1
TRIP005764,2025-07-23,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD05,Auto Components,19.1,VH047,Container 32ft SXL,22,TR07,Om Sai Transport,2025-07-23 07:17,2025-07-23 09:43,2025-07-23 10:18,2025-07-23 10:48,2025-07-24,2025-07-24,On Time,0,Not Applicable,35137.86,816,1
TRIP008511,2025-07-24,PL03,Ludhiana Fabrication Unit,Delhi NCR,Ludhiana - Delhi NCR,PD03,Cement Bags,9.11,VH046,Open Truck 10 Tyre,16,TR02,Shree Balaji Logistics,2025-07-24 08:41,2025-07-24 11:12,2025-07-24 11:37,2025-07-24 11:50,2025-07-25,2025-07-24,On Time,0,Not Applicable,6483.17,320,1
TRIP006855,2025-07-24,PL02,Chennai Production Plant,Mumbai,Chennai - Mumbai,PD03,Cement Bags,9.0,VH027,Open Truck 6 Tyre,9,TR13,Punjab Truck Union,2025-07-24 08:04,2025-07-24 09:03,2025-07-24 09:37,2025-07-24 10:08,2025-07-25,2025-07-25,On Time,0,Not Applicable,31270.48,1289,1
TRIP003404,2025-07-24,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,11.97,VH018,Container 32ft SXL,22,TR04,National Freight Movers,2025-07-24 08:21,2025-07-24 11:13,2025-07-24 12:06,2025-07-24 12:19,2025-07-25,2025-07-25,On Time,0,Not Applicable,24260.73,734,1
TRIP009925,2025-07-24,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD02,Steel Pipes,25.42,VH022,Container 32ft MXL,28,TR02,Shree Balaji Logistics,2025-07-24 10:29,2025-07-24 13:22,2025-07-24 14:00,2025-07-24 14:27,2025-07-25,2025-07-26,Delayed,1,Traffic Congestion,28824.12,473,0
TRIP004925,2025-07-24,PL06,Indore Manufacturing Unit,Bhopal,Indore - Bhopal,PD05,Auto Components,7.93,VH048,Open Truck 6 Tyre,9,TR03,Vishal Transport Co.,2025-07-24 08:28,2025-07-24 11:02,2025-07-24 11:31,2025-07-24 12:11,2025-07-24,2025-07-24,On Time,0,Not Applicable,1097.6,20,1
TRIP001011,2025-07-25,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD01,Steel Coils,30.0,VH051,Trailer 40ft,35,TR07,Om Sai Transport,2025-07-25 06:51,2025-07-25 10:17,2025-07-25 10:37,2025-07-25 11:15,2025-07-27,2025-07-27,On Time,0,Not Applicable,137295.89,1999,1
TRIP007413,2025-07-25,PL05,Hyderabad Assembly Unit,Kolkata,Hyderabad - Kolkata,PD06,Electrical Cables,29.97,VH056,Trailer 40ft,35,TR05,Speedway Logistics Pvt Ltd,2025-07-25 08:51,2025-07-25 12:03,2025-07-25 12:43,2025-07-25 12:59,2025-07-27,2025-07-27,On Time,0,Not Applicable,110846.29,1392,1
TRIP003239,2025-07-25,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD04,PVC Granules,31.14,VH003,Trailer 40ft,35,TR17,United Freight Corporation,2025-07-25 09:02,2025-07-25 11:02,2025-07-25 11:22,2025-07-25 11:51,2025-07-26,2025-07-26,On Time,0,Not Applicable,37682.53,510,1
TRIP010141,2025-07-26,PL06,Indore Manufacturing Unit,Bhopal,Indore - Bhopal,PD05,Auto Components,22.0,VH039,Container 32ft SXL,22,TR05,Speedway Logistics Pvt Ltd,2025-07-26 07:08,2025-07-26 09:24,2025-07-26 09:48,2025-07-26 10:17,2025-07-26,2025-07-26,On Time,0,Not Applicable,1820.24,20,1
TRIP009368,2025-07-26,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD05,Auto Components,15.17,VH042,Container 32ft SXL,22,TR12,Trident Transport Services,2025-07-26 09:57,2025-07-26 12:42,2025-07-26 12:59,2025-07-26 13:40,2025-07-29,2025-07-28,On Time,0,Not Applicable,77327.72,2252,1
TRIP000304,2025-07-26,PL04,Vadodara Processing Plant,Bhopal,Vadodara - Bhopal,PD07,Packaged Tiles,25.68,VH015,Container 32ft MXL,28,TR08,Kaveri Cargo Movers,2025-07-26 06:11,2025-07-26 09:42,2025-07-26 10:15,2025-07-26 10:45,2025-07-27,2025-07-28,Delayed,1,Route Diversion,36380.04,615,0
TRIP007906,2025-07-26,PL05,Hyderabad Assembly Unit,Bhopal,Hyderabad - Bhopal,PD01,Steel Coils,33.31,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-07-26 08:30,2025-07-26 09:50,2025-07-26 10:19,2025-07-26 10:41,2025-07-27,2025-07-28,Delayed,1,Toll/Checkpoint Delay,62788.01,822,0
TRIP001069,2025-07-27,PL03,Ludhiana Fabrication Unit,Patna,Ludhiana - Patna,PD06,Electrical Cables,6.63,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-07-27 06:09,2025-07-27 08:20,2025-07-27 08:54,2025-07-27 09:18,2025-07-28,2025-07-28,On Time,0,Not Applicable,19637.68,1173,1
TRIP008762,2025-07-29,PL05,Hyderabad Assembly Unit,Kolkata,Hyderabad - Kolkata,PD05,Auto Components,16.82,VH034,Container 20ft,18,TR13,Punjab Truck Union,2025-07-29 08:25,2025-07-29 10:48,2025-07-29 11:13,2025-07-29 11:48,2025-07-31,2025-07-31,On Time,0,Not Applicable,66275.78,1595,1
TRIP009120,2025-07-29,PL02,Chennai Production Plant,Jaipur,Chennai - Jaipur,PD02,Steel Pipes,34.05,VH055,Trailer 40ft,35,TR09,Sunrise Logistics Solutions,2025-07-29 10:19,2025-07-29 11:31,2025-07-29 12:29,2025-07-29 12:59,2025-08-01,2025-07-31,On Time,0,Not Applicable,156883.22,2090,1
TRIP010842,2025-07-29,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD07,Packaged Tiles,12.86,VH053,Open Truck 10 Tyre,16,TR09,Sunrise Logistics Solutions,2025-07-29 10:41,2025-07-29 12:33,2025-07-29 13:10,2025-07-29 13:50,2025-07-30,2025-07-30,On Time,0,Not Applicable,14808.75,473,1
TRIP004533,2025-07-29,PL03,Ludhiana Fabrication Unit,Mumbai,Ludhiana - Mumbai,PD06,Electrical Cables,27.12,VH059,Container 32ft MXL,28,TR05,Speedway Logistics Pvt Ltd,2025-07-29 07:31,2025-07-29 10:37,2025-07-29 11:16,2025-07-29 11:57,2025-07-31,2025-07-30,On Time,0,Not Applicable,108985.96,1488,1
TRIP003502,2025-07-29,PL04,Vadodara Processing Plant,Nagpur,Vadodara - Nagpur,PD07,Packaged Tiles,22.0,VH040,Container 32ft SXL,22,TR06,Ganesh Roadlines,2025-07-29 10:44,2025-07-29 13:35,2025-07-29 13:58,2025-07-29 14:40,2025-07-30,2025-07-30,On Time,0,Not Applicable,46935.8,920,1
TRIP005644,2025-07-30,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD06,Electrical Cables,17.74,VH031,Container 20ft,18,TR17,United Freight Corporation,2025-07-30 10:13,2025-07-30 12:36,2025-07-30 13:04,2025-07-30 13:25,2025-08-01,2025-08-01,On Time,0,Not Applicable,86495.75,2102,1
TRIP003652,2025-07-31,PL03,Ludhiana Fabrication Unit,Jaipur,Ludhiana - Jaipur,PD07,Packaged Tiles,30.77,VH003,Trailer 40ft,35,TR17,United Freight Corporation,2025-07-31 07:49,2025-07-31 10:49,2025-07-31 11:48,2025-07-31 12:19,2025-08-01,2025-08-01,On Time,0,Not Applicable,34596.85,481,1
TRIP001198,2025-07-31,PL05,Hyderabad Assembly Unit,Nagpur,Hyderabad - Nagpur,PD04,PVC Granules,27.29,VH008,Container 32ft MXL,28,TR11,Reliable Roadways,2025-07-31 10:37,2025-07-31 11:23,2025-07-31 11:57,2025-07-31 12:20,2025-08-01,2025-08-01,On Time,0,Not Applicable,36222.7,519,1
TRIP007173,2025-07-31,PL05,Hyderabad Assembly Unit,Bengaluru,Hyderabad - Bengaluru,PD03,Cement Bags,16.72,VH001,Container 20ft,18,TR16,Shakti Road Carriers,2025-07-31 06:47,2025-07-31 09:45,2025-07-31 10:22,2025-07-31 10:49,2025-08-01,2025-08-01,On Time,0,Not Applicable,22184.89,531,1
TRIP010614,2025-07-31,PL06,Indore Manufacturing Unit,Kolkata,Indore - Kolkata,PD02,Steel Pipes,6.26,VH057,Open Truck 6 Tyre,9,TR14,Coastal Cargo Carriers,2025-07-31 09:44,2025-07-31 12:43,2025-07-31 13:38,2025-07-31 14:06,2025-08-02,2025-08-01,On Time,0,Not Applicable,20357.3,1266,1
TRIP007603,2025-08-01,PL05,Hyderabad Assembly Unit,Guwahati,Hyderabad - Guwahati,PD02,Steel Pipes,18.0,VH031,Container 20ft,18,TR17,United Freight Corporation,2025-08-01 06:55,2025-08-01 09:18,2025-08-01 09:48,2025-08-01 10:18,2025-08-04,2025-08-03,On Time,0,Not Applicable,90469.25,2086,1
